Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh,MCS_2_SOE_kWh,MCS_2_Max_SOE_kWh,MCS_2_Min_SOE_kWh
48,19:45,238.1218836565098,250.0,50.0,224.9362880886425,250.0,50.0
49,20:00,238.1218836565098,250.0,50.0,224.9362880886425,250.0,50.0
50,20:15,238.12188365650977,250.0,50.0,224.9362880886425,250.0,50.0
51,20:30,238.12188365650977,250.0,50.0,224.9362880886425,250.0,50.0
52,20:45,238.12188365650977,250.0,50.0,224.9362880886425,250.0,50.0
53,21:00,238.12188365650977,250.0,50.0,224.9362880886425,250.0,50.0
54,21:15,238.96147066230176,250.0,50.0,224.93628808864247,250.0,50.0
55,21:30,239.80105766809376,250.0,50.0,224.93628808864247,250.0,50.0
56,21:45,240.64064467388576,250.0,50.0,224.93628808864247,250.0,50.0
57,22:00,241.48023167967776,250.0,50.0,224.93628808864247,250.0,50.0
58,22:15,242.31981868546976,250.0,50.0,224.93628808864247,250.0,50.0
59,22:30,243.15940569126172,250.0,50.0,224.93628808864247,250.0,50.0
60,22:45,243.99899269705372,250.0,50.0,224.93628808864247,250.0,50.0
61,23:00,244.83857970284572,250.0,50.0,224.93628808864247,250.0,50.0
62,23:15,245.67816670863772,250.0,50.0,224.93628808864247,250.0,50.0
63,23:30,246.51775371442972,250.0,50.0,224.93628808864247,250.0,50.0
64,23:45,247.3573407202217,250.0,50.0,224.93628808864247,250.0,50.0
65,00:00,248.1969277260137,250.0,50.0,224.93628808864247,250.0,50.0
66,00:15,248.1969277260137,250.0,50.0,225.77587509443447,250.0,50.0
67,00:30,248.1969277260137,250.0,50.0,226.61546210022647,250.0,50.0
68,00:45,248.1969277260137,250.0,50.0,227.45504910601846,250.0,50.0
69,01:00,248.1969277260137,250.0,50.0,228.29463611181046,250.0,50.0
70,01:15,248.1969277260137,250.0,50.0,229.13422311760246,250.0,50.0
71,01:30,248.1969277260137,250.0,50.0,229.97381012339446,250.0,50.0
72,01:45,249.0365147318057,250.0,50.0,229.97381012339446,250.0,50.0
73,02:00,249.0365147318057,250.0,50.0,230.81339712918646,250.0,50.0
74,02:15,249.0365147318057,250.0,50.0,231.65298413497845,250.0,50.0
75,02:30,249.160412994208,250.0,50.0,232.36867287836816,250.0,50.0
76,02:45,249.160412994208,250.0,50.0,233.20825988416013,250.0,50.0
77,03:00,250.0,250.0,50.0,233.20825988416013,250.0,50.0
78,03:15,250.0,250.0,50.0,234.04784688995213,250.0,50.0
79,03:30,250.0,250.0,50.0,234.88743389574412,250.0,50.0
80,03:45,250.0,250.0,50.0,235.72702090153612,250.0,50.0
81,04:00,250.0,250.0,50.0,236.5666079073281,250.0,50.0
82,04:15,250.0,250.0,50.0,237.4061949131201,250.0,50.0
83,04:30,250.0,250.0,50.0,238.2457819189121,250.0,50.0
84,04:45,250.0,250.0,50.0,239.08536892470408,250.0,50.0
85,05:00,250.0,250.0,50.0,239.92495593049608,250.0,50.0
86,05:15,250.0,250.0,50.0,240.76454293628808,250.0,50.0
87,05:30,250.0,250.0,50.0,241.60412994208008,250.0,50.0
88,05:45,250.0,250.0,50.0,242.44371694787208,250.0,50.0
89,06:00,250.0,250.0,50.0,243.28330395366407,250.0,50.0
90,06:15,250.0,250.0,50.0,244.12289095945604,250.0,50.0
91,06:30,250.0,250.0,50.0,244.96247796524804,250.0,50.0
92,06:45,250.0,250.0,50.0,245.80206497104004,250.0,50.0
93,07:00,250.0,250.0,50.0,246.64165197683204,250.0,50.0
94,07:15,250.0,250.0,50.0,247.481238982624,250.0,50.0
95,07:30,250.0,250.0,50.0,248.320825988416,250.0,50.0
96,07:45,250.0,250.0,50.0,249.160412994208,250.0,50.0
97,08:00,250.0,250.0,50.0,250.0,250.0,50.0
