Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh
25,25,14:00,14:15,14:15,1.9480104255389894,0.0,0,1.9480104255389894,240.8229576711862,241.2856101472517,0.0,0.0,1.0,-0.0,4.77,-4.77,10.885000000000009,9.69250000000001
26,26,14:15,14:30,14:30,1.9480104255389894,0.0,0,1.9480104255389894,241.2856101472517,241.7482626233172,0.0,0.0,1.0,0.0,4.77,-4.77,9.69250000000001,8.50000000000001
27,27,14:30,14:45,14:45,1.9480104255389894,0.0,0,1.9480104255389894,241.7482626233172,242.2109150993827,0.0,0.0,1.0,-0.0,4.72,-4.72,8.50000000000001,7.320000000000009
28,28,14:45,15:00,15:00,1.9480104255389894,0.0,0,1.9480104255389894,242.2109150993827,242.6735675754482,0.0,0.0,1.0,-0.0,3.180000000000027,-3.180000000000027,7.320000000000009,6.525000000000002
29,29,15:00,15:15,15:15,1.9480104255389894,0.0,0,1.9480104255389894,242.6735675754482,243.1362200515137,0.0,0.0,1.0,-0.0,-3.940670012525516e-14,3.940670012525516e-14,6.525000000000002,6.525000000000012
30,30,15:15,15:30,15:30,1.9480104255389894,0.0,0,1.9480104255389894,243.1362200515137,243.59887252757932,0.0,0.0,1.0,-0.0,3.1800000000000144,-3.1800000000000144,6.525000000000012,5.7300000000000075
31,31,15:30,15:45,15:45,1.9480104255389894,0.0,0,1.9480104255389894,243.59887252757932,244.06152500364482,-1.5543122344752192e-15,-1.5543122344752192e-15,1.0000000000000016,-0.0,3.18,-3.18,5.7300000000000075,4.935000000000008
32,32,15:45,16:00,16:00,1.9480104255389894,0.0,0,1.9480104255389894,244.06152500364482,244.52417747971032,0.0,0.0,1.0,-0.0,3.18,-3.18,4.935000000000008,4.140000000000008
33,33,16:00,16:15,16:15,-0.0,-6.217248937900877e-14,0,6.217248937900877e-14,244.52417747971032,244.52417747971035,1.0000000000000084,1.0000000000000084,-8.43769498715119e-15,-6.217248937900877e-14,4.720000000000025,-4.720000000000087,4.140000000000008,2.9599999999999858
34,34,16:15,16:30,16:30,-0.0,8.000000000000055,0,-8.000000000000055,244.52417747971035,242.4189143218156,0.0,0.0,1.0,8.000000000000055,-2.1606716416044948e-14,8.000000000000076,2.9599999999999858,4.860000000000004
35,35,16:30,16:45,16:45,-0.0,0.0,0,-0.0,242.4189143218156,242.4189143218156,0.0,0.0,1.0,0.0,3.18,-3.18,4.860000000000004,4.065000000000004
36,36,16:45,17:00,17:00,-0.0,0.0,0,-0.0,242.4189143218156,242.4189143218156,-6.8833827526759706e-15,-6.8833827526759706e-15,1.0000000000000069,-0.0,3.18,-3.18,4.065000000000004,3.2700000000000036
37,37,17:00,17:15,17:15,-0.0,8.0,0,-8.0,242.4189143218156,240.31365116392087,0.0,0.0,1.0,8.0,0.0,8.0,3.2700000000000036,5.1700000000000035
38,38,17:15,17:30,17:30,-0.0,8.0,0,-8.0,240.31365116392087,238.20838800602613,0.0,0.0,1.0,8.0,0.0,8.0,5.1700000000000035,7.070000000000004
39,39,17:30,17:45,17:45,-0.0,8.0,0,-8.0,238.20838800602613,236.1031248481314,0.0,0.0,1.0,8.0,0.0,8.0,7.070000000000004,8.970000000000004
40,40,17:45,18:00,18:00,-0.0,8.0,0,-8.0,236.1031248481314,233.99786169023665,0.0,0.0,1.0,8.0,0.0,8.0,8.970000000000004,10.870000000000003
41,41,18:00,18:15,18:15,-0.0,8.0,0,-8.0,233.99786169023665,231.8925985323419,0.0,0.0,1.0,8.0,0.0,8.0,10.870000000000003,12.770000000000003
42,42,18:15,18:30,18:30,-0.0,7.9999999999999964,0,-7.9999999999999964,231.8925985323419,229.78733537444717,0.0,0.0,1.0,7.9999999999999964,0.0,7.9999999999999964,12.770000000000003,14.670000000000002
